Title,Authors,Source Title,Publication Date,Publication Year,DOI,Total Citations,Search
Coordination polymers for n-type thermoelectric applications,"Lu, Yannan; Young, David James",DALTON TRANSACTIONS,JUN 21 2020,2020.0,10.1039/d0dt00872a,0,OTE
Sensitivity of the tetraaminodiphenyl based pyroelectric sensor from visible to sub-THz range,"Paulish, Andrey Georgievich; Gusachenko, Anatoly Vyacheslavovich; Morozov, Alexander Olegovich; Golyashov, Vladimir Andreevich; Dorozhkin, Kirill Valerevich; Suslyaev, Valentin Ivanovich",SENSOR REVIEW,JUL 17 2020,2020.0,10.1108/SR-03-2020-0047,0,OTE
"Thermoelectric properties of poly(3,4-ethylenedioxythiophene) with fluorine-containing polyanion as dopant","Imae, Ichiro; Goto, Tatsunari; Ooyama, Yousuke; Harima, Yutaka",POLYMER,JUN 11 2020,2020.0,10.1016/j.polymer.2020.122538,0,OTE
"Solvent treatment inducing ultralong cycle stability poly (3,4-ethylenedioxythiophene):poly(styrenesulfonic acid) fibers as binding-free electrodes for supercapacitors","Liu, Guoqiang; Jiang, Fengxing; Liu, Jing; Liu, Congcong; Xu, Jingkun; Jiang, Qinglin; Zheng, Nan; Nie, Guangming; Liu, Peipei",INTERNATIONAL JOURNAL OF ENERGY RESEARCH,JUN 10 2020,2020.0,10.1002/er.5352,0,OTE
Significantly Reduced Thermal-Activation Energy for Hole Transport via Simple Donor Engineering: Understanding the Role of Molecular Parameters for Thermoelectric Behaviors,"Zhong, Fei; Yin, Xiaojun; Chen, Zhanxiang; Gao, Chunmei; Wang, Lei",ACS APPLIED MATERIALS & INTERFACES,JUN 10 2020,2020.0,10.1021/acsami.0c05771,0,OTE
Effect of Coulomb interactions on the Seebeck coefficient of the organic Dirac electron system alpha-(BEDT-TTF)(2)I-3,"Ohki, D.; Omori, Y.; Kobayashi, A.",PHYSICAL REVIEW B,JUN 9 2020,2020.0,10.1103/PhysRevB.101.245201,0,OTE
Controlling the Thermoelectric Properties of Organometallic Coordination Polymers via Ligand Design,"Liu, Zilu; Liu, Tianjun; Savory, Christopher N.; Jurado, Jose P.; Sebastian Reparaz, Juan; Li, Jianwei; Pan, Long; Faul, Charl F. J.; Parkin, Ivan P.; Sankar, Gopinathan; Matsuishi, Satoru; Campoy-Quiles, Mariano; Scanlon, David O.; Zwijnenburg, Martijn A.; Fenwick, Oliver; Schroeder, Bob C.",ADVANCED FUNCTIONAL MATERIALS,AUG 2020,2020.0,10.1002/adfm.202003106,0,OTE
Optimizing the thermoelectric performances of conjugated polymer backbones via incorporating tailored platinum(ii) acetylides,"Liu, Chunfa; Yin, Xiaojun; Liu, Jianwen; Gao, Chunmei; Wang, Lei",POLYMER CHEMISTRY,JUN 7 2020,2020.0,10.1039/d0py00464b,0,OTE
Enhanced thermoelectric properties of PEDOT:PSS composites by functionalized single wall carbon nanotubes,"Tonga, Murat; Wei, Lang; Lahti, Paul M.",INTERNATIONAL JOURNAL OF ENERGY RESEARCH,SEP 2020,2020.0,10.1002/er.5535,0,OTE
Organic thermoelectricity based on DNA molecules,"Panahinia, R.; Behnia, S.",PHYSICA SCRIPTA,JUN 2020,2020.0,10.1088/1402-4896/ab882a,0,OTE
Halide perovskite materials and devices,"Seok, Sang Il; Guo, Tzung-Fang",MRS BULLETIN,JUN 2020,2020.0,10.1557/mrs.2020.140,0,OTE
Ethylene-Octene-Copolymer with Embedded Carbon and Organic Conductive Nanostructures for Thermoelectric Applications,"Slobodian, Petr; Riha, Pavel; Olejnik, Robert; Sedlacik, Michal",POLYMERS,JUN 2020,2020.0,10.3390/polym12061316,0,OTE
Combination of nanoparticles and carbon nanotubes for organic hybrid thermoelectrics,"Toshima, Naoki; Shiraishi, Yukihide",PURE AND APPLIED CHEMISTRY,JUN 2020,2020.0,10.1515/pac-2019-1109,0,OTE
Numerical analysis of thermo-electric field for AC XLPE cables with different service times in DC operation based on conduction current measurement,"Yu, Jingzhe; Chen, Xiangrong; Meng, Fanbo; Paramane, Ashish; Hou, Shuai",IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,JUN 2020,2020.0,10.1109/TDEI.2019.008502,0,OTE
"Semiconducting polymer contributes favorably to the Seebeck coefficient in multi-component, high-performance n-type thermoelectric nanocomposites","Tang, Junhui; Chen, Ruisi; Chen, Lidong; Bazan, Guillermo C.; Liang, Ziqi",JOURNAL OF MATERIALS CHEMISTRY A,MAY 21 2020,2020.0,10.1039/d0ta02388d,0,OTE
"Self-Assembly of Reverse Micelles to Engineer PEDOT Nanoribbons, Nanotubes, Nanorods and their High Capacitance Performances","Cai, Yue; Wang, Rui; Xu, Liming; Jiang, Fengxing; Liang, Aiqin; Duan, Xuemin; Xu, Jingkun; Zhou, Weiqiang; Xu, Quan; Lu, Xinyu",JOURNAL OF THE ELECTROCHEMICAL SOCIETY,MAY 18 2020,2020.0,10.1149/1945-7111/ab91c6,0,OTE
Assessment of prospective cathodes based on (1-x)Ca3Co4O9+delta-xBaCe(0.5)Zr(0.3)Y(0.1)Yb(0.1)O(3-delta) composites for protonic ceramic electrochemical cells,"Filonova, E. A.; Tokareva, E. S.; Pikalova, S.; Vylkov, A., I; Bogdanovich, M.; Pikalova, E. Yu",JOURNAL OF SOLID STATE ELECTROCHEMISTRY,JUL 2020,2020.0,10.1007/s10008-020-04606-1,0,OTE
"A flexible, printable, thin-film thermoelectric generator based on reduced graphene oxide-carbon nanotubes composites","Mehmood, Tariq; Kim, Jin Ho; Lee, Joong; Dizhur, Sergey; Hirst, Elizabeth S.; Ill, Richard M. Osgood; Sayyad, Muhammad Hassan; Munawar, Munawar Ali; Xu, Jimmy",JOURNAL OF MATERIALS SCIENCE,AUG 2020,2020.0,10.1007/s10853-020-04750-z,0,OTE
Boosting the hole transport of conductive polymers by regulating the ion ratio in ionic liquid additives,"Ding, Wei-Lu; Sun, Zhu-Zhu; Peng, Xing-Liang; Wang, Chen-Lu; Zhang, Ya-Qin; He, Hong-Yan; Zhang, Suo-Jiang",PHYSICAL CHEMISTRY CHEMICAL PHYSICS,MAY 7 2020,2020.0,10.1039/d0cp01164a,0,OTE
A Muon Spectroscopic and Computational Study of the Microscopic Electronic Structure in Thermoelectric Hybrid Silicon Nanostructures,"Yue, Chenghao; Liborio, Leandro; Bian, Tiezheng; Sturniolo, Simone; Wright, Joseph; Cottrell, Stephen P.; Khasanov, Rustem; Simutis, Gediminas; Jayasooriya, Upali A.; Chao, Yimin",JOURNAL OF PHYSICAL CHEMISTRY C,MAY 7 2020,2020.0,10.1021/acs.jpcc.9b11717,0,OTE
"Structural, electronic and optical properties of In2O3: a density functional study","Verma, Omprakash; Meshram, M. R.; Mishra, A. K.; Verma, Mohan L.; Rao, B. Keshav",OPTICAL AND QUANTUM ELECTRONICS,MAY 5 2020,2020.0,10.1007/s11082-020-02347-z,0,OTE
"First-principles study of thermoelectric properties of mixed iodide perovskite Cs(B,B')I-3 (B, B' = Ge, Sn, and Pb)","Yamamoto, K.; Narita, G.; Yamasaki, J.; Iikubo, S.",JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,MAY 2020,2020.0,10.1016/j.jpcs.2020.109372,0,OTE
Leveraging Sequential Doping of Semiconducting Polymers to Enable Functionally Graded Materials for Organic Thermoelectrics,"Ma, Tengzhou; Dong, Ban Xuan; Grocke, Garrett L.; Strzalka, Joseph; Patel, Shrayesh N.",MACROMOLECULES,APR 28 2020,2020.0,10.1021/acs.macromol.0c00402,0,OTE
Concentration-control in all-solution processed semiconducting polymer doping and high conductivity performances,"Ferchichi, Khaoula; Bourguiga, Ramzi; Lmimouni, Kamal; Pecqueur, Sebastien",SYNTHETIC METALS,APR 2020,2020.0,10.1016/j.synthmet.2020.116352,0,OTE
Design and regularity research of MOCVD heating plate based on experiments and simulations,"Li, Jian; Luo, Tiecheng; Wen, Hantao; Deng, Jiajia; Wu, Mingyang; Li, Ya; Wang, Gang; Pei, Yanli",VACUUM,APR 2020,2020.0,10.1016/j.vacuum.2020.109174,0,OTE
Enhanced thermoelectric properties in Polypyrrole composites with silicide fillers,"Longhin, Marco; Khalil, Mahmoud; Abbassi, Linda; Beaudhuin, Mickael; Papet, Philippe; Viennois, Romain",MATERIALS LETTERS,APR 1 2020,2020.0,10.1016/j.matlet.2020.127373,0,OTE
Effects of precursors' purity on graphene quality: Synthesis and thermoelectric effect,"Shiau, Li Lynn; Goh, Simon Chun Kiat; Wang, Xingli; Zhu, MinMin; Sahoo, Mamina; Tan, Chuan Seng; Lai, Chao-Sung; Liu, Zheng; Tay, Beng Kang",AIP ADVANCES,APR 1 2020,2020.0,10.1063/1.5142310,0,OTE
Improvement of thermal stability of an organic pyroelectric infrared sensor with Parylene C coating,"Sutani, Yohei; Fukushima, Tatsuya; Mori, Akimitsu; Koshiba, Yasuko; Kodani, Tetsuhiro; Kanemura, Takashi; Ishida, Kenji",JAPANESE JOURNAL OF APPLIED PHYSICS,APR 1 2020,2020.0,10.7567/1347-4065/ab5d70,0,OTE
Influence of the Ligand Stripping on the Transport Properties of Nanoparticle-Based PbSe Nanomaterials,"Cadavid, Doris; Ortega, Silvia; Illera, Sergio; Liu, Yu; Ibanez, Maria; Shavel, Alexey; Zhang, Yu; Li, Mengyao; Lopez, Antonio M.; Noriega, German; Juan Dura, Oscar; Lopez de la Torre, M. A.; Daniel Prades, Joan; Cabot, Andreu",ACS APPLIED ENERGY MATERIALS,MAR 23 2020,2020.0,10.1021/acsaem.9b02137,0,OTE
Enhanced Electrical Conductivity and Seebeck Coefficient in PEDOT:PSS via a Two-Step Ionic Liquid and NaBH4 Treatment for Organic Thermoelectrics,"Atoyo, Jonathan; Burton, Matthew R.; McGettrick, James; Carnie, Matthew J.",POLYMERS,MAR 2020,2020.0,10.3390/polym12030559,0,OTE
Radical enhancement of molecular thermoelectric efficiency,"Sangtarash, Sara; Sadeghi, Hatef",NANOSCALE ADVANCES,MAR 1 2020,2020.0,10.1039/c9na00649d,0,OTE
"Structural, Electrical, Thermal and Transport Properties of Poly Pyrrole/La0.7Ca0.3MnO3 Perovskite Manganite Nano Composite Studies Above Room Temperature","Smitha, M. G.; Murugendrappa, M. V.",JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS AND MATERIALS,MAR 2020,2020.0,10.1007/s10904-019-01241-w,0,OTE
Characteristics of an infrared sensor formed with a few molecular layers of vinylidene fluoride oligomers with in situ poling during vacuum evaporation,"Sutani, Yohei; Fukushima, Tatsuya; Koshiba, Yasuko; Horike, Shohei; Kodani, Tetsuhiro; Kanemura, Takashi; Ishida, Kenji",JAPANESE JOURNAL OF APPLIED PHYSICS,MAR 1 2020,2020.0,10.7567/1347-4065/ab5502,0,OTE
Electrolyte adsorption improved thermoelectric power of non-conductive polymer/carbon nanotubes composites,"Chang, Li-Ting; Yu, Tsung-Han; Huang, Hsuan-Hao; Su, Yu-Ying; Tseng, Chao-Chi; Tsai, Hsin-Jung; Hsu, Wen-Kuang",JOURNAL OF POWER SOURCES,FEB 29 2020,2020.0,10.1016/j.jpowsour.2019.227651,0,OTE
Electric field calculation and optimization for stress cone of DC cable joint based on the coaxial double-layer insulation model,"Yu, Jingzhe; Chen, Xiangrong; Zhou, Hao",IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,FEB 2020,2020.0,10.1109/TDEI.2019.008284,0,OTE
"Interplay Among Thermoelectric Properties, Atmospheric Stability, and Electronic Structures in Solution-Deposited Thin Films of P(Na-X[Niett])","Hwang, Sunbin; Potscavage, William J., Jr.; Kim, Tae-Wook; Adachi, Chihaya",ADVANCED ELECTRONIC MATERIALS,MAR 2020,2020.0,10.1002/aelm.201901172,0,OTE
Hybrid-Halide Perovskite Thin Film Growth for Thermoelectric Applications,"Saini, Shrikant; Baranwal, Ajay Kumar; Yabuki, Tomohide; Hayase, Shuzi; Miyazaki, Koji",JOURNAL OF ELECTRONIC MATERIALS,MAY 2020,2020.0,10.1007/s11664-020-07958-6,0,OTE
Mode control of electrically injected semiconductor laser with parity-time symmetry,Wang Xue-You; Wang Yu-Fei; Zheng Wan-Hua,ACTA PHYSICA SINICA,JAN 20 2020,2020.0,10.7498/aps.69.20191351,0,OTE
Molecular Control of Charge Carrier and Seebeck Coefficient in Hybrid Two-Dimensional Nanoparticle Superlattices,"McCold, Cliff E.; Domulevicz, Lucas; Cai, Zhengxu; Lo, Wai-Yip; Hihath, Sahar; March, Katia; Mohammad, Hashem M.; Anantram, M. P.; Yu, Luping; Hihath, Joshua",JOURNAL OF PHYSICAL CHEMISTRY C,JAN 9 2020,2020.0,10.1021/acs.jpcc.9b08185,0,OTE
Design and optimization of a heat engine based on a porphyrin single-molecule junction with graphene electrodes,"Ma, Liang; Nian, Lei-Lei; Lu, Jing-Tao",PHYSICAL REVIEW B,JAN 8 2020,2020.0,10.1103/PhysRevB.101.045410,0,OTE
Enhanced thermoelectric properties of Sb2Te3/CH3NH3I hybrid thin films by post-annealing,"Chen, Shuo; Li, Fu; Chen, Yuexing; Luo, Jingting; Liang, Guangxing; Zhang, Xianghua; Zheng, Zhuanghao; Fan, Ping",INORGANIC CHEMISTRY FRONTIERS,JAN 7 2020,2020.0,10.1039/c9qi01188a,0,OTE
Characterization and Thermoelectric Behavior of Super-growth Carbon Nanotube Films Co-loaded with ZnO and Ag Colloids,"Hata, Shinichi; Taguchi, Kazuki; Kusada, Mokichi; Du, Yukou; Shiraishi, Yukihide; Toshima, Naoki",ELECTROCHEMISTRY,2020,2020.0,10.5796/electrochemistry.20-64067,0,OTE
Organic Thermoelectric Materials Preface,"He, Ming",ORGANIC THERMOELECTRIC MATERIALS,2020,2020.0,,0,OTE
"Power generation characteristics of thermoelectric conversion module using type-II (K,Ba)(24)(Ga,Sn)(136) and type-VIII Ba8Ga16(Sn,Ge)(30) clathrates","Kishimoto, Kengo; Akai, Koji; Nagase, Kazuo; Yamamoto, Atsushi",APPLIED PHYSICS EXPRESS,JAN 1 2020,2020.0,10.7567/1882-0786/ab587c,0,OTE
Heat energy harvesting by utilizing waste heat with small temperature differences between heat source and sink,"Lee, Sanghyup; Shin, Kyeong-Ho; Lee, Jun-Su; Lee, Tae-Jin; Sim, Da-Min; Jung, Dongsoo; Jung, Hoon; Kim, Joo-Hyung",JOURNAL OF MECHANICAL SCIENCE AND TECHNOLOGY,JAN 2020,2020.0,10.1007/s12206-019-1243-8,0,OTE
Thermoelectric Transport Theory in Organic Semiconductors,"Li, Ling; Lu, Nianduan; Liu, Ming",ORGANIC THERMOELECTRIC MATERIALS,2020,2020.0,,0,OTE
Hybrid Thermoelectrics,"Liang, Jia; Yin, Shujia; Wan, Chunlei","ANNUAL REVIEW OF MATERIALS RESEARCH, VOL 50, 2020",2020,2020.0,10.1146/annurev-matsci-082319111001,0,OTE
Organic Thermoelectric Materials,,ORGANIC THERMOELECTRIC MATERIALS,2020,2020.0,,0,OTE
Thermoelectric Materials and Applicative Issues for Energy Harvesting to Power IoT Sensors and Devices,"Mori, T.",2019 19TH INTERNATIONAL CONFERENCE ON MICRO AND NANOTECHNOLOGY FOR POWER GENERATION AND ENERGY CONVERSION APPLICATIONS (POWERMEMS),2020,2020.0,10.1109/PowerMEMS49317.2019.004,0,OTE
Hybrid-halide perovskite thin films for thermoelectric application,"Saini, S.; Yonamine, A.; Nishio, R.; Matsumoto, I.; Yabuki, T.; Miyazaki, K.",2019 19TH INTERNATIONAL CONFERENCE ON MICRO AND NANOTECHNOLOGY FOR POWER GENERATION AND ENERGY CONVERSION APPLICATIONS (POWERMEMS),2020,2020.0,10.1109/PowerMEMS49317.2019.P5-11,0,OTE
Nanostructured Organic Crystals as Prospective Thermoelectric Materials for Infrared Sensors,"Sanduleac, I. I.; Andronic, S. C.; Casian, A. I.","4TH INTERNATIONAL CONFERENCE ON NANOTECHNOLOGIES AND BIOMEDICAL ENGINEERING, ICNBME-2019",2020,2020.0,10.1007/978-3-030-31866-6_26,0,OTE
"__________________ _ ________________________ _______ _ __________ ________, _________ _____________ _________ _____ __________. Thermoelectric and thermoelectrokinetic phenomena in the colloidal solutions, model the biological fluids of living organisms","_______, _._.; ______, _._.; ______, _._.; ________, _._.. Sidorov A.V.; Grabov V.M.; Zaitsev, A.A.; Kuznetsov D.V.",______ ___________ ______. Zhurnal tekhnicheskoi fiziki,2020,2020.0,10.21883/JTF.2020.10.49795.399-19,0,OTE
Thermoelectric Materials by Organic Intercalation,"Tian, Ruoming; Wan, Chunlei; Koumoto, Kunihito",ORGANIC THERMOELECTRIC MATERIALS,2020,2020.0,,0,OTE
"Thermoelectric properties of poly (3,4-ethylenedioxy thiophene)/poly (sulfonic acid diphenyl aniline) composites synthesized in the absence and presence of magnetic field","Ugraskan, Volkan; Karaman, Ferdane",MATERIALS RESEARCH EXPRESS,JAN 2020,2020.0,10.1088/2053-1591/ab66f3,0,OTE
Synthesis of Organic Thermoelectric Materials,"Xu, Hui; Zhao, Chunyan; Zhai, Mingming",ORGANIC THERMOELECTRIC MATERIALS,2020,2020.0,,0,OTE
Conducting Polymer-based Organic-Inorganic Thermoelectric Nanocomposites,"Yao, Q.; Shi, W.; Qu, S. Y.; Chen, L. D.",ORGANIC THERMOELECTRIC MATERIALS,2020,2020.0,,0,OTE
Flexible Organic-based Thermoelectric Devices,"Zhang, Kun; Zheng, Yuanyuan; Chen, Xinyi; Han, Xue; Du, Minzhi; Hu, Xinzhi; Wang, Liming; Wang, Jilong; Lu, Chunhong",ORGANIC THERMOELECTRIC MATERIALS,2020,2020.0,,0,OTE
Organic Hierarchical Thermoelectric Materials,"Zhang, Zimeng; Liu, Yuchen; Wang, Shiren",ORGANIC THERMOELECTRIC MATERIALS,2020,2020.0,,0,OTE
Transition metal silicide surface grafting by multiple functional groups and green optimization by mechanochemistry,"Godfroy, Maxime; Khalil, Mahmoud; Niebel, Claude; Jarrosson, Thibaut; Foix, Dominique; Flaud, Valerie; Serein-Spirau, Francoise; Viennois, Romain; Granier, Michel; Beaudhuin, Mickael",PHYSICAL CHEMISTRY CHEMICAL PHYSICS,DEC 14 2019,2019.0,10.1039/c9cp03864g,0,OTE
"Surface morphology and electrical transport properties of Aberchrome 670 ((E-3(admantan-2-ylidene)-4-[1-(2,5-dimethyl-3-furyl) ethyldene] dihydro-2,5-furandione)) nano thickness films","El-Barry, A. M. A.",MATERIALS RESEARCH EXPRESS,DEC 2019,2019.0,10.1088/2053-1591/ab640b,0,OTE
Solution processible statistical poly(3-methoxythiophene)-co-poly (3-hexylthiophene) copolymer,"Minkler, Michael J., Jr.; Kim, Jihyuk; Lawson, Katherine E.; Ali, Ashraf; Zhao, Rong; Adamczyk, Andrew J.; Beckingham, Bryan S.",MATERIALS LETTERS,DEC 1 2019,2019.0,10.1016/j.matlet.2019.126563,0,OTE
Interaction of ferric ion with (001)-S and (001)-M surfaces of chalcopyrite (M = Fe and Cu): Electrochemical insights from DFT calculations,"Nourmohamadi, Hossein; Esrafili, Mehdi D.; Aghazadeh, Valeh",APPLIED SURFACE SCIENCE,NOV 30 2019,2019.0,10.1016/j.apsusc.2019.07.271,0,OTE
Thermoelectric properties improvement in quasi-one-dimensional organic crystals,"Sanduleac, Ionel; Pflaum, Jens; Casian, Anatolie",JOURNAL OF APPLIED PHYSICS,NOV 7 2019,2019.0,10.1063/1.5120461,0,OTE
Quantum Interference Enhanced Thermoelectricity in Ferrocene Based Molecular Junctions,"Takaloo, Ashkan Vakilipour; Sadeghi, Hatef",JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY,NOV 2019,2019.0,10.1166/jnn.2019.16622,0,OTE
Topological charge transport by mobile dielectric-ferroelectric domain walls,"Takehara, R.; Sunami, K.; Miyagawa, K.; Miyamoto, T.; Okamoto, H.; Horiuchi, S.; Kato, R.; Kanoda, K.",SCIENCE ADVANCES,NOV 2019,2019.0,10.1126/sciadv.aax8720,0,OTE
A Printable Paste Based on a Stable n-Type Poly[Ni-tto] Semiconducting Polymer,"Tkachov, Roman; Stepien, Lukas; Greifzu, Moritz; Kiriy, Anton; Kiriy, Nataliya; Schueler, Tilman; Schmiel, Tino; Lopez, Elena; Brueckner, Frank; Leyens, Christoph",COATINGS,NOV 2019,2019.0,10.3390/coatings9110764,0,OTE
Study of dielectric and optical constants of Benzobis(thiazole)-based copolymer thin films for designing optoelectronic devices,"Castaneda, L.",PHYSICA B-CONDENSED MATTER,OCT 1 2019,2019.0,10.1016/j.physb.2019.05.044,0,OTE
Effect of Li-vacancy and Ag-doping on thermoelectric performance of LiCoO2 prepared by spark plasma sintering,"Song, Yutao; Zhang, Ting; Zou, Yangge; Gao, Ge; Jiang, Jun",MATERIALS RESEARCH EXPRESS,OCT 2019,2019.0,10.1088/2053-1591/ab4050,0,OTE
Structure and properties evolution with inorganic and organic acids of a new organo-chlorocadmate compound (C6H20N3)(2)[Cd2Cl10]: Theoretical approach,"Harchani, Ali; Carpenter-Warren, Cameron L.; Slawin, Alexandra M. Z.; Haddad, Amor",JOURNAL OF MOLECULAR STRUCTURE,SEP 15 2019,2019.0,10.1016/j.molstruc.2019.04.133,0,OTE
"Fabrication and investigation of organic-inorganic semitransparent thermoelectric cells based on the composites of silicone-adhesive with Bi2Te3, graphene and carbon nanotubes","Chani, M. T. S.; Karimov, Kh. S.; Nabi, Jameel-Un; Ahmed, A.; Kiran, I.; Asiri, A. M.",JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,SEP-OCT 2019,2019.0,,0,OTE
Harvesting waste heat from molten carbonate fuel cells for bifunction applications,"Guo, Yanhong; Guo, Xinru; Zhang, Houcheng; Wang, Fu; Wang, Jiatang; Zhao, Jiapei; Miao, He; Yuan, Jinliang",JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY,SEP 2019,2019.0,10.1063/1.5099336,0,OTE
Enhanced ferroelectric properties and crystal structure of TGS(0.74)P(0.26) single crystals,"Pongiappan, Sampathkumar; Karuppannan, Srinivasan",JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,SEP 2019,2019.0,10.1007/s10854-019-02024-2,0,OTE
Two-dimensional polythiophene composites for thermoelectric applications,"Meng, Tianyu",ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,AUG 25 2019,2019.0,,0,OTE
Low-temperature thermoelectric performance of novel polyaniline/iron oxide composites with superior Seebeck coefficient,"Badr, Hussein; El-Mahallawi, Iman S.; Elrefaie, Fawzi A.; Allam, Nageh K.",APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,AUG 2019,2019.0,10.1007/s00339-019-2822-3,0,OTE
Increasing Shielding Capabilities of Cement Mortars by Fly Ash Addition,"Lingvay, Iosif; Velciu, Georgeta; Lingvay, Daniel; Bors, Adriana Mariana; Moanta, Adriana",REVISTA DE CHIMIE,AUG 2019,2019.0,,0,OTE
The effects of the applied current and the measurement temperature on the negative differential resistance behaviour of carbonized xerogel,"Najeh, I; El Mir, L.",CHEMICAL PHYSICS,AUG 1 2019,2019.0,10.1016/j.chemphys.2019.04.032,0,OTE
Investigation of the effect of microstructural changes on thermal transport in semicrystalline polymer semiconductors,"Selezneva, Ekaterina; Di Pietro, Riccardo; Jiao, Xuechen; McNeill, Christopher R.; Sirringhaus, Henning",APL MATERIALS,AUG 2019,2019.0,10.1063/1.5111023,0,OTE
Transport properties of an organic material under a temperature gradient,"Tang, Lijuan; Zhang, Xinting; Yan, Baoying; Liu, Lei; Wang, Changhu; Fu, Qi; Yang, Fujiang",MODERN PHYSICS LETTERS B,JUL 10 2019,2019.0,10.1142/S0217984919502154,0,OTE
"Fabrication of Silver-Doped (Bi,Sb)(2)Te-3 Thermoelectric Film Prepared from Ag Nanoparticles/Bi-Sb-Te Pastes","Cho, Young Min; Gwon, Gu Hyun; Kim, Soo Hyung; Kim, Dong Won; Choe, Jungho; Kim, Kyung Tae",JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY,JUL 2019,2019.0,10.1166/jnn.2019.16271,0,OTE
Influence of pressure of nitrogen gas on structure and thermoelectric properties of acid-treated PEDOT:PSS films,"Myint, May Thu Zar; Inoue, Hirotaka; Ichimura, Susumu; Nishikawa, Takeshi; Nishina, Yuta; Kyaw, Aung Ko Ko; Hayashi, Yasuhiko",JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,JUL 2019,2019.0,10.1007/s10854-019-01721-2,0,OTE
