wl1,a,b,c,d,e,f,h,g,j
2574.985,-0.001533,0.333,1.86E-04,0.5213,0.4247,-2.11E-04,0.3586,0.003956,0.2109
2575.468,-0.001613,0.333,2.44E-04,0.5215,0.4249,-2.11E-04,0.3587,0.003984,0.211
2575.95,-0.001677,0.333,2.35E-04,0.5217,0.4252,-1.84E-04,0.3589,0.004025,0.2111
2576.432,-0.001713,0.3331,1.53E-04,0.5218,0.4255,-1.38E-04,0.359,0.00407,0.2112
2576.914,-0.001733,0.3332,1.67E-05,0.5218,0.4258,-7.34E-05,0.3592,0.004112,0.2113
2577.396,-0.001764,0.3332,-1.28E-04,0.5219,0.426,4.97E-06,0.3594,0.00415,0.2114
2577.878,-0.001828,0.3333,-2.42E-04,0.5219,0.4262,1.03E-04,0.3596,0.004187,0.2116
2578.36,-0.001927,0.3333,-3.03E-04,0.522,0.4263,2.25E-04,0.3599,0.004232,0.2117
2578.842,-0.002042,0.3333,-3.10E-04,0.5222,0.4264,3.71E-04,0.3601,0.00429,0.2118
2579.325,-0.002134,0.3333,-2.78E-04,0.5224,0.4265,5.30E-04,0.3604,0.004358,0.212
2579.807,-0.002158,0.3333,-2.29E-04,0.5226,0.4266,6.69E-04,0.3607,0.004422,0.2121
2580.289,-0.002111,0.3335,-1.84E-04,0.5228,0.4268,7.66E-04,0.3609,0.004467,0.2122
2580.771,-0.001989,0.3337,-1.61E-04,0.523,0.4269,7.78E-04,0.361,0.004468,0.2123
2581.253,-0.001834,0.334,-1.69E-04,0.5232,0.427,6.91E-04,0.3611,0.00441,0.2123
2581.735,-0.001697,0.3342,-2.09E-04,0.5233,0.427,5.19E-04,0.361,0.004295,0.2123
2582.217,-0.001612,0.3344,-2.70E-04,0.5234,0.427,3.04E-04,0.3609,0.004143,0.2122
2582.699,-0.001604,0.3345,-3.37E-04,0.5235,0.4269,9.70E-05,0.3609,0.003975,0.2121
2583.181,-0.001668,0.3345,-3.89E-04,0.5236,0.4269,-5.23E-05,0.3608,0.00382,0.2121
2583.664,-0.001795,0.3345,-4.11E-04,0.5238,0.4269,-9.70E-05,0.3609,0.003705,0.212
2584.146,-0.001956,0.3345,-4.06E-04,0.524,0.427,-3.53E-05,0.3611,0.003645,0.212
2584.628,-0.002125,0.3344,-3.90E-04,0.5241,0.4272,9.68E-05,0.3614,0.003637,0.2121
2585.11,-0.002273,0.3343,-3.87E-04,0.5243,0.4275,2.49E-04,0.3616,0.003674,0.2122
2585.592,-0.00238,0.3343,-4.10E-04,0.5245,0.4278,3.66E-04,0.3619,0.003733,0.2124
2586.074,-0.00241,0.3344,-4.50E-04,0.5246,0.428,4.13E-04,0.362,0.003797,0.2125
2586.556,-0.002356,0.3346,-4.80E-04,0.5247,0.4283,4.03E-04,0.3622,0.003854,0.2126
2587.038,-0.002199,0.3348,-4.65E-04,0.5249,0.4285,3.58E-04,0.3622,0.003906,0.2128
2587.521,-0.001957,0.3352,-3.85E-04,0.5252,0.4288,3.15E-04,0.3623,0.00396,0.2129
2588.003,-0.001671,0.3356,-2.48E-04,0.5255,0.429,3.00E-04,0.3624,0.004029,0.2131
2588.485,-0.0014,0.3359,-9.35E-05,0.5258,0.4293,3.18E-04,0.3626,0.004119,0.2132
2588.967,-0.001211,0.3362,2.24E-05,0.5261,0.4295,3.60E-04,0.3627,0.004226,0.2134
2589.449,-0.001132,0.3364,6.31E-05,0.5263,0.4298,4.05E-04,0.3629,0.004338,0.2136
2589.931,-0.001169,0.3365,1.59E-05,0.5264,0.43,4.45E-04,0.3631,0.004436,0.2138
2590.413,-0.001303,0.3364,-1.02E-04,0.5265,0.4302,4.77E-04,0.3632,0.004501,0.2139
2590.895,-0.001477,0.3364,-2.34E-04,0.5265,0.4303,5.05E-04,0.3634,0.004526,0.214
2591.377,-0.001632,0.3363,-3.26E-04,0.5266,0.4304,5.32E-04,0.3635,0.004513,0.2141
2591.86,-0.001722,0.3363,-3.38E-04,0.5268,0.4305,5.49E-04,0.3637,0.00447,0.2141
2592.342,-0.001737,0.3364,-2.75E-04,0.527,0.4305,5.47E-04,0.3638,0.004412,0.2142
2592.824,-0.001691,0.3366,-1.72E-04,0.5273,0.4304,5.17E-04,0.3639,0.004349,0.2142
2593.306,-0.001613,0.3367,-7.61E-05,0.5275,0.4303,4.55E-04,0.3639,0.004284,0.2142
2593.788,-0.001535,0.3369,-3.48E-05,0.5278,0.4302,3.76E-04,0.364,0.004221,0.2142
2594.27,-0.001476,0.3371,-6.29E-05,0.5279,0.4301,3.02E-04,0.364,0.004161,0.2142
2594.752,-0.001444,0.3372,-1.75E-04,0.528,0.43,2.60E-04,0.3641,0.004113,0.2142
2595.234,-0.001428,0.3373,-3.37E-04,0.528,0.43,2.54E-04,0.3642,0.004081,0.2143
2595.717,-0.001421,0.3374,-5.25E-04,0.528,0.4301,2.90E-04,0.3644,0.004077,0.2144
2596.199,-0.001421,0.3375,-6.99E-04,0.528,0.4304,3.51E-04,0.3646,0.004107,0.2145
2596.681,-0.001432,0.3376,-8.34E-04,0.528,0.4307,4.15E-04,0.3648,0.004162,0.2146
2597.163,-0.001467,0.3377,-9.00E-04,0.5281,0.4311,4.57E-04,0.3649,0.004236,0.2148
2597.645,-0.001528,0.3377,-9.05E-04,0.5283,0.4314,4.68E-04,0.3651,0.004312,0.2149
2598.127,-0.001612,0.3378,-8.35E-04,0.5285,0.4317,4.41E-04,0.3652,0.004382,0.2151
2598.609,-0.001702,0.3378,-7.25E-04,0.5288,0.432,3.93E-04,0.3652,0.004442,0.2152
2599.091,-0.001776,0.3378,-5.74E-04,0.5291,0.4321,3.48E-04,0.3653,0.004494,0.2153
2599.573,-0.00181,0.3379,-3.88E-04,0.5295,0.4323,3.43E-04,0.3654,0.004546,0.2155
2600.056,-0.001802,0.338,-1.76E-04,0.5299,0.4324,3.94E-04,0.3656,0.004601,0.2156
2600.538,-0.001753,0.3381,6.78E-05,0.5303,0.4325,5.10E-04,0.3659,0.004658,0.2157
2601.02,-0.001676,0.3383,3.39E-04,0.5307,0.4327,6.67E-04,0.3661,0.00471,0.2159
2601.502,-0.001585,0.3385,6.20E-04,0.5312,0.433,8.23E-04,0.3664,0.004743,0.216
2601.984,-0.001499,0.3387,8.77E-04,0.5316,0.4332,9.26E-04,0.3666,0.004747,0.2161
2602.466,-0.00143,0.3389,0.001059,0.532,0.4334,9.36E-04,0.3668,0.004719,0.2161
2602.948,-0.001378,0.339,0.001144,0.5322,0.4335,8.61E-04,0.3668,0.004667,0.2161
2603.43,-0.001352,0.3391,0.001086,0.5323,0.4336,7.14E-04,0.3668,0.0046,0.2162
2603.912,-0.00135,0.3393,8.99E-04,0.5323,0.4337,5.52E-04,0.3668,0.00454,0.2162
2604.395,-0.001375,0.3393,6.21E-04,0.5322,0.4337,4.25E-04,0.3668,0.004497,0.2162
2604.877,-0.001425,0.3394,3.08E-04,0.5321,0.4338,3.62E-04,0.3668,0.004479,0.2163
2605.359,-0.001496,0.3394,2.99E-05,0.532,0.434,3.66E-04,0.367,0.004486,0.2164
2605.841,-0.001572,0.3394,-1.56E-04,0.532,0.4341,4.06E-04,0.3671,0.004507,0.2165
2606.323,-0.001637,0.3395,-2.24E-04,0.5321,0.4343,4.44E-04,0.3673,0.004535,0.2166
2606.805,-0.001678,0.3395,-1.83E-04,0.5323,0.4345,4.56E-04,0.3674,0.004564,0.2167
2607.287,-0.001687,0.3396,-5.72E-05,0.5326,0.4346,4.35E-04,0.3675,0.004594,0.2168
2607.769,-0.001661,0.3398,1.11E-04,0.5329,0.4348,3.94E-04,0.3676,0.004629,0.2169
2608.252,-0.001615,0.3399,2.66E-04,0.5333,0.4349,3.59E-04,0.3677,0.00467,0.217
2608.734,-0.001562,0.3401,3.63E-04,0.5335,0.4351,3.61E-04,0.3678,0.004718,0.2172
2609.216,-0.001515,0.3402,3.87E-04,0.5337,0.4352,4.08E-04,0.368,0.004768,0.2173
2609.698,-0.001483,0.3404,3.38E-04,0.5339,0.4354,4.96E-04,0.3682,0.004817,0.2174
2610.18,-0.001464,0.3405,2.34E-04,0.5339,0.4355,6.07E-04,0.3685,0.004857,0.2175
2610.662,-0.001456,0.3406,9.53E-05,0.534,0.4356,7.09E-04,0.3687,0.004881,0.2176
2611.144,-0.001449,0.3407,-4.46E-05,0.534,0.4357,7.78E-04,0.3689,0.00489,0.2177
2611.626,-0.001444,0.3408,-1.69E-04,0.534,0.4358,7.95E-04,0.369,0.004879,0.2178
2612.108,-0.001443,0.3409,-2.69E-04,0.5341,0.4359,7.65E-04,0.3691,0.004851,0.2178
2612.591,-0.001453,0.341,-3.35E-04,0.5342,0.4361,6.98E-04,0.3692,0.004811,0.2179
2613.073,-0.001481,0.3411,-3.60E-04,0.5344,0.4362,6.16E-04,0.3692,0.004769,0.2179
2613.555,-0.001527,0.3411,-3.39E-04,0.5346,0.4363,5.45E-04,0.3693,0.004738,0.218
2614.037,-0.00158,0.3412,-2.74E-04,0.5348,0.4365,5.02E-04,0.3693,0.004729,0.218
2614.519,-0.001621,0.3412,-1.66E-04,0.5351,0.4366,4.95E-04,0.3695,0.004756,0.2182
2615.001,-0.001629,0.3413,-3.46E-05,0.5354,0.4368,5.17E-04,0.3696,0.004819,0.2183
2615.483,-0.001596,0.3415,1.00E-04,0.5357,0.4371,5.54E-04,0.3698,0.004914,0.2185
2615.965,-0.001514,0.3417,2.13E-04,0.536,0.4373,5.92E-04,0.3699,0.005035,0.2187
2616.448,-0.001407,0.3419,2.92E-04,0.5363,0.4375,6.19E-04,0.3701,0.005163,0.2189
2616.93,-0.0013,0.3421,3.30E-04,0.5365,0.4377,6.37E-04,0.3702,0.005281,0.2191
2617.412,-0.001218,0.3423,3.38E-04,0.5367,0.4379,6.55E-04,0.3704,0.005373,0.2192
2617.894,-0.001178,0.3424,3.28E-04,0.5368,0.4381,6.89E-04,0.3705,0.005425,0.2194
2618.376,-0.001179,0.3425,3.14E-04,0.537,0.4382,7.51E-04,0.3707,0.005432,0.2195
2618.858,-0.001211,0.3426,2.98E-04,0.5371,0.4383,8.42E-04,0.3709,0.005397,0.2195
2619.34,-0.001257,0.3426,2.75E-04,0.5373,0.4384,9.54E-04,0.3712,0.005326,0.2195
2619.822,-0.001299,0.3427,2.40E-04,0.5374,0.4386,0.001066,0.3714,0.00524,0.2195
2620.304,-0.001329,0.3428,1.92E-04,0.5376,0.4388,0.001151,0.3716,0.005154,0.2195
2620.787,-0.001347,0.3429,1.46E-04,0.5377,0.439,0.001189,0.3718,0.005086,0.2195
2621.269,-0.001359,0.343,1.21E-04,0.5378,0.4393,0.001178,0.3719,0.005042,0.2196
2621.751,-0.001371,0.343,1.43E-04,0.538,0.4395,0.001119,0.372,0.005027,0.2196
2622.233,-0.001383,0.3431,2.33E-04,0.5383,0.4397,0.001033,0.372,0.005041,0.2197
2622.715,-0.001392,0.3432,3.76E-04,0.5386,0.4399,9.46E-04,0.3721,0.005076,0.2198
2623.197,-0.001389,0.3433,5.55E-04,0.539,0.4399,8.82E-04,0.3721,0.005131,0.22
2623.679,-0.001362,0.3435,7.25E-04,0.5393,0.44,8.59E-04,0.3722,0.005201,0.2201
2624.161,-0.001311,0.3436,8.47E-04,0.5396,0.44,8.77E-04,0.3724,0.005279,0.2203
2624.644,-0.001239,0.3438,9.02E-04,0.5399,0.4401,9.25E-04,0.3725,0.005359,0.2204
2625.126,-0.001154,0.344,8.85E-04,0.54,0.4401,9.89E-04,0.3727,0.005434,0.2206
2625.608,-0.001069,0.3442,8.26E-04,0.5401,0.4403,0.00105,0.3729,0.0055,0.2207
2626.09,-9.96E-04,0.3443,7.61E-04,0.5402,0.4404,0.001096,0.3731,0.005552,0.2209
2626.572,-9.42E-04,0.3445,7.21E-04,0.5404,0.4406,0.001122,0.3732,0.00559,0.221
2627.054,-9.07E-04,0.3446,7.15E-04,0.5406,0.4408,0.001134,0.3734,0.005619,0.2211
2627.536,-8.93E-04,0.3448,7.32E-04,0.5408,0.4409,0.001143,0.3735,0.005638,0.2212
2628.018,-8.97E-04,0.3449,7.43E-04,0.5409,0.441,0.001156,0.3737,0.005647,0.2213
2628.5,-9.16E-04,0.3449,7.18E-04,0.5411,0.4412,0.001182,0.3738,0.005644,0.2214
2628.983,-9.46E-04,0.345,6.44E-04,0.5412,0.4413,0.001217,0.374,0.00563,0.2214
2629.465,-9.81E-04,0.3451,5.31E-04,0.5413,0.4414,0.001254,0.3741,0.00561,0.2215
2629.947,-0.001015,0.3452,4.13E-04,0.5413,0.4416,0.00128,0.3743,0.005592,0.2215
2630.429,-0.001043,0.3452,3.25E-04,0.5414,0.4418,0.001289,0.3744,0.005585,0.2216
2630.911,-0.001059,0.3453,3.10E-04,0.5416,0.442,0.001275,0.3745,0.005598,0.2217
2631.393,-0.001061,0.3454,3.72E-04,0.5418,0.4422,0.001246,0.3746,0.005629,0.2218
2631.875,-0.001054,0.3455,4.87E-04,0.5421,0.4424,0.001212,0.3747,0.00567,0.2219
2632.357,-0.001042,0.3457,6.22E-04,0.5424,0.4426,0.001184,0.3748,0.005711,0.2221
2632.839,-0.001036,0.3458,7.28E-04,0.5427,0.4427,0.001171,0.3749,0.005742,0.2222
2633.322,-0.001041,0.3459,7.73E-04,0.5429,0.4428,0.001172,0.3751,0.005756,0.2223
2633.804,-0.001059,0.3459,7.46E-04,0.5431,0.4429,0.001186,0.3752,0.005754,0.2224
2634.286,-0.001082,0.346,6.59E-04,0.5432,0.4431,0.001207,0.3754,0.00574,0.2224
2634.768,-0.001102,0.3461,5.33E-04,0.5432,0.4432,0.001228,0.3755,0.005718,0.2225
2635.25,-0.00111,0.3462,3.94E-04,0.5433,0.4433,0.00124,0.3756,0.005693,0.2225
2635.732,-0.001105,0.3463,2.67E-04,0.5433,0.4435,0.001236,0.3758,0.005667,0.2226
2636.214,-0.001094,0.3464,1.66E-04,0.5434,0.4437,0.001208,0.3759,0.005641,0.2226
2636.696,-0.00109,0.3465,9.60E-05,0.5435,0.4439,0.001155,0.3759,0.005615,0.2227
2637.179,-0.001103,0.3466,6.69E-05,0.5436,0.4441,0.001077,0.376,0.005592,0.2228
2637.661,-0.001137,0.3467,8.75E-05,0.5438,0.4442,9.85E-04,0.376,0.005578,0.2228
2638.143,-0.00118,0.3468,1.55E-04,0.5441,0.4444,8.96E-04,0.3761,0.005577,0.2229
2638.625,-0.001214,0.3468,2.62E-04,0.5444,0.4445,8.31E-04,0.3761,0.005595,0.223
2639.107,-0.001219,0.3469,3.95E-04,0.5447,0.4445,8.06E-04,0.3762,0.005632,0.2231
2639.589,-0.001192,0.3471,5.26E-04,0.545,0.4446,8.22E-04,0.3764,0.005684,0.2232
2640.071,-0.001138,0.3472,6.33E-04,0.5453,0.4448,8.78E-04,0.3766,0.005744,0.2234
2640.553,-0.001078,0.3474,7.00E-04,0.5455,0.445,9.59E-04,0.3768,0.005802,0.2235
2641.035,-0.001037,0.3475,7.18E-04,0.5457,0.4452,0.001047,0.377,0.005847,0.2237
2641.518,-0.001028,0.3476,6.99E-04,0.5459,0.4454,0.001126,0.3772,0.005872,0.2238
2642,-0.001059,0.3477,6.54E-04,0.546,0.4456,0.001184,0.3774,0.005877,0.2238
2642.482,-0.001114,0.3478,6.04E-04,0.5461,0.4458,0.00122,0.3775,0.005871,0.2239
2642.964,-0.001176,0.3478,5.66E-04,0.5463,0.446,0.001236,0.3777,0.005868,0.224
2643.446,-0.001224,0.3479,5.50E-04,0.5465,0.4461,0.00124,0.3778,0.005884,0.2241
2643.928,-0.00125,0.3479,5.63E-04,0.5466,0.4463,0.001239,0.3779,0.005927,0.2242
2644.41,-0.001246,0.3481,6.11E-04,0.5469,0.4464,0.001238,0.3781,0.006,0.2244
2644.892,-0.001216,0.3482,6.88E-04,0.5471,0.4466,0.00124,0.3782,0.006084,0.2245
2645.375,-0.001163,0.3483,7.81E-04,0.5474,0.4467,0.001245,0.3783,0.006157,0.2247
2645.857,-0.001091,0.3485,8.69E-04,0.5477,0.4469,0.001252,0.3785,0.006191,0.2248
2646.339,-0.001009,0.3487,9.33E-04,0.5479,0.4471,0.00126,0.3786,0.00618,0.2249
2646.821,-9.31E-04,0.3489,9.49E-04,0.5481,0.4473,0.001277,0.3787,0.006127,0.2249
2647.303,-8.68E-04,0.3491,9.25E-04,0.5483,0.4475,0.001308,0.3789,0.006064,0.2249
2647.785,-8.37E-04,0.3492,8.71E-04,0.5484,0.4477,0.001362,0.3791,0.006021,0.225
2648.267,-8.49E-04,0.3493,8.12E-04,0.5485,0.4478,0.001445,0.3793,0.006021,0.225
2648.749,-9.05E-04,0.3493,7.71E-04,0.5487,0.448,0.001552,0.3795,0.006073,0.2252
2649.231,-9.90E-04,0.3494,7.58E-04,0.5488,0.4481,0.001671,0.3798,0.006157,0.2253
2649.714,-0.001081,0.3494,7.81E-04,0.549,0.4482,0.001786,0.38,0.006252,0.2255
2650.196,-0.001154,0.3494,8.26E-04,0.5492,0.4482,0.001884,0.3803,0.00633,0.2257
2650.678,-0.001183,0.3495,8.84E-04,0.5495,0.4483,0.001952,0.3804,0.006372,0.2258
2651.16,-0.001162,0.3496,9.44E-04,0.5497,0.4485,0.001992,0.3806,0.006378,0.2259
2651.642,-0.001096,0.3498,9.97E-04,0.55,0.4486,0.002007,0.3808,0.00636,0.2259
2652.124,-0.001001,0.35,0.001039,0.5502,0.4489,0.002001,0.3809,0.006334,0.226
2652.606,-9.02E-04,0.3502,0.001068,0.5504,0.4491,0.001979,0.381,0.006314,0.2261
2653.088,-8.17E-04,0.3504,0.001082,0.5506,0.4494,0.001944,0.3811,0.006305,0.2261
2653.571,-7.62E-04,0.3505,0.001081,0.5508,0.4497,0.001894,0.3812,0.00631,0.2262
2654.053,-7.42E-04,0.3507,0.00107,0.5509,0.4499,0.00183,0.3812,0.006325,0.2263
2654.535,-7.53E-04,0.3508,0.001058,0.5511,0.4501,0.001759,0.3813,0.006347,0.2264
2655.017,-7.81E-04,0.3508,0.001054,0.5513,0.4503,0.001689,0.3813,0.006373,0.2265
2655.499,-8.15E-04,0.3509,0.001067,0.5515,0.4505,0.001631,0.3814,0.006404,0.2266
2655.981,-8.39E-04,0.351,0.001107,0.5517,0.4507,0.001596,0.3815,0.006439,0.2268
2656.463,-8.49E-04,0.3511,0.001166,0.5519,0.4508,0.001582,0.3816,0.006475,0.2269
2656.945,-8.45E-04,0.3512,0.00124,0.5522,0.451,0.001586,0.3818,0.00651,0.227
2657.427,-8.38E-04,0.3513,0.001313,0.5525,0.451,0.001597,0.3819,0.006541,0.2271
2657.91,-8.43E-04,0.3514,0.001371,0.5527,0.4511,0.001606,0.382,0.006569,0.2272
2658.392,-8.75E-04,0.3515,0.001397,0.5529,0.4511,0.001602,0.3822,0.006593,0.2273
2658.874,-9.36E-04,0.3515,0.001384,0.5531,0.4511,0.001581,0.3823,0.006611,0.2274
2659.356,-0.001026,0.3515,0.001324,0.5532,0.4512,0.001543,0.3824,0.006619,0.2275
2659.838,-0.00113,0.3515,0.001225,0.5533,0.4512,0.001493,0.3824,0.006614,0.2276
2660.32,-0.001232,0.3515,0.001103,0.5533,0.4513,0.001442,0.3825,0.006591,0.2276
2660.802,-0.001313,0.3516,9.78E-04,0.5534,0.4514,0.001401,0.3826,0.00655,0.2277
2661.284,-0.001364,0.3516,8.76E-04,0.5535,0.4515,0.001379,0.3827,0.006494,0.2277
2661.766,-0.001385,0.3517,8.11E-04,0.5536,0.4516,0.001378,0.3828,0.006431,0.2277
2662.249,-0.001385,0.3518,7.94E-04,0.5538,0.4518,0.00139,0.383,0.006366,0.2277
2662.731,-0.00138,0.3519,8.10E-04,0.554,0.452,0.001403,0.3831,0.006304,0.2278
2663.213,-0.001383,0.352,8.46E-04,0.5542,0.4522,0.001398,0.3832,0.006245,0.2278
2663.695,-0.001404,0.3521,8.82E-04,0.5544,0.4524,0.001362,0.3833,0.006189,0.2278
2664.177,-0.00144,0.3522,9.03E-04,0.5546,0.4526,0.001292,0.3834,0.006137,0.2278
2664.659,-0.001482,0.3522,9.10E-04,0.5548,0.4529,0.001192,0.3834,0.006091,0.2279
2665.141,-0.001517,0.3523,9.07E-04,0.555,0.4531,0.001075,0.3834,0.006057,0.2279
2665.623,-0.001533,0.3524,9.06E-04,0.5551,0.4532,9.60E-04,0.3835,0.006042,0.228
2666.106,-0.001534,0.3525,9.15E-04,0.5553,0.4533,8.64E-04,0.3835,0.006047,0.2281
2666.588,-0.001533,0.3526,9.31E-04,0.5555,0.4534,7.96E-04,0.3835,0.006069,0.2282
2667.07,-0.001545,0.3527,9.44E-04,0.5557,0.4534,7.62E-04,0.3836,0.006102,0.2283
2667.552,-0.001585,0.3528,9.38E-04,0.5559,0.4535,7.59E-04,0.3838,0.006135,0.2284
2668.034,-0.001651,0.3528,9.01E-04,0.5561,0.4535,7.82E-04,0.3839,0.006161,0.2285
2668.516,-0.001731,0.3528,8.29E-04,0.5562,0.4536,8.24E-04,0.3841,0.006177,0.2286
2668.998,-0.001803,0.3529,7.27E-04,0.5562,0.4538,8.74E-04,0.3843,0.006183,0.2287
2669.48,-0.001846,0.3529,6.12E-04,0.5563,0.4539,9.18E-04,0.3845,0.006179,0.2288
2669.962,-0.001855,0.353,5.01E-04,0.5564,0.4541,9.48E-04,0.3846,0.006166,0.2288
2670.445,-0.001839,0.3532,4.04E-04,0.5565,0.4542,9.53E-04,0.3847,0.00614,0.2289
2670.927,-0.001814,0.3533,3.32E-04,0.5566,0.4544,9.29E-04,0.3849,0.006093,0.2289
2671.409,-0.001801,0.3534,2.87E-04,0.5567,0.4545,8.80E-04,0.3849,0.006023,0.2289
2671.891,-0.001818,0.3535,2.68E-04,0.5569,0.4545,8.19E-04,0.385,0.005933,0.2289
2672.373,-0.001866,0.3535,2.70E-04,0.5571,0.4546,7.62E-04,0.3851,0.005838,0.2289
2672.855,-0.001932,0.3536,2.84E-04,0.5573,0.4547,7.25E-04,0.3852,0.005757,0.2289
2673.337,-0.001999,0.3536,3.01E-04,0.5575,0.4548,7.13E-04,0.3853,0.005704,0.2289
2673.819,-0.00205,0.3537,3.10E-04,0.5577,0.455,7.22E-04,0.3854,0.005692,0.229
2674.302,-0.002079,0.3538,3.01E-04,0.5578,0.4551,7.33E-04,0.3856,0.005712,0.2291
2674.784,-0.00209,0.3539,2.72E-04,0.558,0.4553,7.34E-04,0.3857,0.005751,0.2292
2675.266,-0.002094,0.354,2.19E-04,0.5581,0.4555,7.09E-04,0.3858,0.005794,0.2294
2675.748,-0.002102,0.3541,1.51E-04,0.5582,0.4557,6.55E-04,0.3859,0.005827,0.2295
2676.23,-0.002127,0.3541,8.40E-05,0.5584,0.4558,5.72E-04,0.3859,0.005838,0.2296
2676.712,-0.00217,0.3542,3.22E-05,0.5585,0.4558,4.74E-04,0.386,0.005831,0.2296
2677.194,-0.00223,0.3542,5.84E-06,0.5587,0.4559,3.70E-04,0.386,0.005811,0.2297
2677.676,-0.002297,0.3543,6.84E-06,0.5588,0.4559,2.65E-04,0.386,0.005784,0.2298
2678.158,-0.002361,0.3543,3.16E-05,0.5591,0.456,1.63E-04,0.386,0.005754,0.2298
2678.641,-0.00241,0.3544,6.67E-05,0.5593,0.4561,6.66E-05,0.3861,0.005722,0.2299
2679.123,-0.002434,0.3545,9.97E-05,0.5595,0.4562,-2.26E-05,0.3861,0.005688,0.2299
2679.605,-0.002419,0.3546,1.15E-04,0.5597,0.4564,-9.26E-05,0.3862,0.00565,0.23
2680.087,-0.002372,0.3547,1.08E-04,0.5599,0.4566,-1.40E-04,0.3863,0.00561,0.23
2680.569,-0.002299,0.3549,7.17E-05,0.56,0.4568,-1.54E-04,0.3864,0.005568,0.23
2681.051,-0.002215,0.3551,8.50E-06,0.5601,0.457,-1.33E-04,0.3865,0.005528,0.2301
2681.533,-0.002143,0.3553,-7.77E-05,0.5602,0.4572,-7.72E-05,0.3867,0.005496,0.2301
2682.015,-0.002101,0.3554,-1.70E-04,0.5603,0.4573,-2.38E-06,0.3869,0.005473,0.2302
2682.498,-0.002095,0.3556,-2.54E-04,0.5604,0.4575,7.85E-05,0.3871,0.005464,0.2303
2682.98,-0.002131,0.3556,-3.12E-04,0.5606,0.4576,1.52E-04,0.3873,0.005472,0.2304
2683.462,-0.002196,0.3557,-3.32E-04,0.5607,0.4578,2.09E-04,0.3875,0.005494,0.2305
2683.944,-0.002277,0.3557,-3.12E-04,0.5609,0.4579,2.45E-04,0.3877,0.005523,0.2306
2684.426,-0.00236,0.3557,-2.60E-04,0.5612,0.458,2.57E-04,0.3878,0.005547,0.2307
2684.908,-0.002435,0.3557,-1.95E-04,0.5614,0.4581,2.53E-04,0.388,0.005554,0.2308
2685.39,-0.0025,0.3558,-1.36E-04,0.5617,0.4582,2.35E-04,0.3881,0.005534,0.2308
2685.872,-0.002558,0.3558,-1.01E-04,0.5619,0.4583,2.09E-04,0.3882,0.005483,0.2309
2686.354,-0.002611,0.3559,-9.80E-05,0.5621,0.4584,1.79E-04,0.3883,0.005408,0.2309
2686.837,-0.002654,0.356,-1.25E-04,0.5622,0.4584,1.46E-04,0.3884,0.005324,0.2309
2687.319,-0.00268,0.356,-1.76E-04,0.5624,0.4585,1.05E-04,0.3885,0.005249,0.2309
2687.801,-0.002681,0.3561,-2.42E-04,0.5625,0.4587,5.09E-05,0.3885,0.005194,0.2309
2688.283,-0.002649,0.3563,-3.17E-04,0.5626,0.4588,-2.35E-05,0.3886,0.005169,0.2309
2688.765,-0.002589,0.3564,-3.99E-04,0.5627,0.4589,-1.21E-04,0.3886,0.005171,0.231
2689.247,-0.002517,0.3566,-4.86E-04,0.5628,0.459,-2.32E-04,0.3887,0.005184,0.2311
2689.729,-0.002455,0.3568,-5.74E-04,0.5629,0.4591,-3.43E-04,0.3887,0.005197,0.2312
2690.211,-0.002421,0.3569,-6.54E-04,0.563,0.4592,-4.29E-04,0.3887,0.005194,0.2313
2690.694,-0.002424,0.357,-7.12E-04,0.5631,0.4593,-4.74E-04,0.3888,0.005168,0.2314
2691.176,-0.002462,0.3571,-7.32E-04,0.5633,0.4594,-4.68E-04,0.3889,0.005123,0.2314
2691.658,-0.002524,0.3572,-6.93E-04,0.5635,0.4595,-4.11E-04,0.3891,0.005069,0.2314
2692.14,-0.002586,0.3572,-6.12E-04,0.5638,0.4597,-3.33E-04,0.3893,0.005019,0.2315
2692.622,-0.002633,0.3573,-4.92E-04,0.5641,0.4599,-2.57E-04,0.3896,0.004985,0.2315
2693.104,-0.002654,0.3573,-3.62E-04,0.5644,0.46,-2.12E-04,0.3897,0.004974,0.2316
2693.586,-0.002652,0.3575,-2.53E-04,0.5647,0.4602,-2.10E-04,0.3899,0.004981,0.2317
2694.068,-0.002629,0.3576,-1.95E-04,0.565,0.4603,-2.55E-04,0.39,0.004999,0.2318
2694.55,-0.002599,0.3577,-1.95E-04,0.5652,0.4604,-3.28E-04,0.39,0.005018,0.2319
2695.033,-0.00257,0.3579,-2.64E-04,0.5653,0.4605,-4.08E-04,0.3901,0.005029,0.232
2695.515,-0.002549,0.358,-3.81E-04,0.5654,0.4606,-4.71E-04,0.3901,0.005027,0.232
2695.997,-0.002542,0.3581,-5.28E-04,0.5654,0.4607,-5.02E-04,0.3902,0.005012,0.2321
2696.479,-0.002551,0.3582,-6.76E-04,0.5654,0.4608,-4.93E-04,0.3904,0.004986,0.2322
2696.961,-0.002572,0.3583,-8.06E-04,0.5655,0.461,-4.56E-04,0.3905,0.004954,0.2322
2697.443,-0.002604,0.3584,-9.02E-04,0.5656,0.4613,-3.99E-04,0.3907,0.004921,0.2323
2697.925,-0.002639,0.3584,-9.51E-04,0.5657,0.4616,-3.38E-04,0.3909,0.004895,0.2323
